numero;id;status;vazia;origem;carreta;cavalo;data;km_odometro;km_gps;km_reta;rota_km;tem_polyline;pontos_trajeto;pontos_todas_placas;rastreado_via;problemas
C-2026-000381;381;Entregue;N;Uberlândia;TCE7I47;DPF3C52;2026-08-03;;363.8;346.5;422.8;S;43;43;{'placa': 'TCE7I47', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000382;382;Entregue;N;Extrema;HMV3G86;AZK2I93;2026-08-03;;866.9;804.6;1018.0;S;64;64;{'placa': 'HMV3G86', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000383;383;Entregue;N;Nerópolis;HMV3714;TYX9F52;2026-08-03;;1253.5;941.9;1336.7;S;1229;1388;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000384;384;Entregue;N;Extrema;TYO9J49;UBS5B65;2026-08-04;;1067.4;804.6;1018.0;S;269;390;{'placa': 'TYO9J49', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000385;385;Entregue;N;Manhuaçu;TZC9F36;OBG9E84;2026-08-04;;627.3;471.7;632.0;S;88;88;{'placa': 'TZC9F36', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000386;386;Entregue;N;Serra;HKE0480;CYB3713;2026-08-04;;985.4;785.1;1028.8;S;232;232;{'placa': 'HKE0480', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000387;387;Entregue;N;São José dos Campos;TCX3D25;HJZ0B89;2026-08-04;;1140.6;790.5;961.9;S;134;134;{'placa': 'TCX3D25', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000388;388;Entregue;N;Juiz de Fora;TZB0J17;AZM6E29;2026-08-05;;470.2;431.0;553.1;S;136;404;{'fallback_carreta_muda': True, 'placa': 'AZM6E29', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000389;389;Entregue;N;Ibiá;TZB1D11;QPJ1860;2026-08-05;;1417.0;1139.7;1422.9;S;615;1190;{'fallback_carreta_muda': True, 'placa': 'QPJ1860', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000390;390;Entregue;N;Uberlândia;GZQ3A40;HMV6837;2026-08-05;;320.6;249.7;318.4;S;62;62;{'placa': 'GZQ3A40', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000391;391;Entregue;N;Uberlândia;HIG4A80;TYX9F55;2026-08-05;;154.6;123.2;135.7;S;428;522;{'placa': 'HIG4A80', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000392;392;Entregue;N;Jundiaí;QXH6946;TDW4G23;2026-08-05;1834;4035.0;830.5;951.8;S;11494;12848;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};HAVERSINE inflado (jitter/saltos de posicao)
C-2026-000393;393;Entregue;N;Uberlândia;CZB4927;QQB5321;2026-08-05;;112.1;86.4;112.9;S;166;237;{'fallback_carreta_muda': True, 'placa': 'QQB5321', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000394;394;Entregue;N;Canápolis;QXA2997;ITD7F37;2026-08-05;;1003.9;936.8;1170.5;S;170;170;{'placa': 'QXA2997', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000396;396;Entregue;N;Uberlândia;HIG4A80;TDW4E79;2026-08-05;;170.5;123.2;135.7;S;248;342;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000397;397;Entregue;N;Viana;TCF1H59;JXX4C04;2026-08-05;;933.2;756.9;992.0;S;103;103;{'placa': 'TCF1H59', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000398;398;Entregue;N;Nerópolis;HOA0467;HKE0G75;2026-08-05;;0;733.3;990.5;S;0;0;{'placa': 'HOA0467', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000399;399;Entregue;N;Jundiaí;TCX3D71;CNI1888;2026-08-06;;540.5;500.7;539.3;S;126;126;{'placa': 'TCX3D71', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000400;400;Entregue;N;Serra;QXG2647;HKE0G50;2026-08-06;;1246.3;1025.7;1309.7;S;238;238;{'placa': 'QXG2647', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000427;427;Entregue;N;Uberlândia;MWP0H69;AVH6F10;2026-08-18;;44.3;540.9;601.0;S;15;15;{'placa': 'MWP0769', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000443;443;Entregue;N;Nerópolis;QXA9H76;QOY6F50;2026-08-19;;416.2;733.3;990.5;S;713;974;{'fallback_carreta_muda': True, 'placa': 'QOY6F50', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000447;447;Entregue;N;Uberlândia;HKE0E20;QJP0A68;2026-08-19;;0;694.0;993.4;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000456;456;Entregue;N;Jarinu;GSV8C03;HOA0B56;2026-08-20;;0;731.0;847.9;S;0;0;{'placa': 'GSV8203', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000459;459;Entregue;N;Jundiaí;HNL0A70;TYX9F59;2026-08-20;;231.5;2059.3;2643.6;S;577;577;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000461;461;Entregue;N;Montes Claros;QXF1I45;DPF3C52;2026-08-20;;851.2;824.1;1150.6;S;300;300;{'placa': 'QXF1845', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000463;463;Entregue;N;Contagem;HFB9H06;TYX9F52;2026-08-20;;0;13.5;19.9;S;1;38;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000485;485;Entregue;N;Jundiaí;HKE0E20;QJP0A68;2026-08-22;;0;792.2;916.0;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000493;493;Entregue;N;Uberlândia;HOA0E67;HDI9E22;2026-08-24;;0;848.7;1075.0;S;0;0;{'placa': 'HOA0467', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000495;495;Entregue;N;Hidrolândia;TZC0I41;JXX4C04;2026-08-24;;0;805.4;917.4;S;0;0;{'placa': 'TZC0I41', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000497;497;Entregue;N;Amparo;QXF1I45;DPF3C52;2026-08-24;;530.0;454.7;546.7;S;161;161;{'placa': 'QXF1845', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000505;505;Entregue;N;Uberlândia;HKE0E20;HJZ0B89;2026-08-24;;0;291.7;389.2;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000507;507;Entregue;N;Uberlândia;QXG2G51;HMV6I37;2026-08-25;;454.5;571.8;629.2;S;664;664;{'placa': 'QXG2651', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000517;517;Entregue;N;Brasília;QWZ9B18;FFA2I61;2026-08-25;;749.6;746.5;860.6;S;221;221;{'placa': 'QWZ9118', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000530;530;Entregue;N;Aparecida de Goiânia;HKE0E20;HJZ0B89;2026-08-26;;0;249.7;323.3;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000533;533;Entregue;N;Cordeirópolis;HMV3D59;GVK8I66;2026-08-26;;426.6;410.1;457.5;S;366;366;{'placa': 'HMV3D59', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000548;548;Entregue;N;Amparo;TYO9J56;QOX7H94;2026-08-27;;412.8;745.4;923.3;S;4765;16386;{'fallback_carreta_muda': True, 'placa': 'QOX7H94', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000549;549;Entregue;N;Uberlândia;QXE0I32;BXI8A65;2026-08-27;;0;;0.0;S;1;1;{'placa': 'QXE0832', 'tipo': 'carreta1'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000552;552;Em rota;N;São Bernardo do Campo;QXG2G51;HMV6I37;2026-08-28;;0.5;564.7;616.4;S;256;256;{'placa': 'QXG2651', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000559;559;Entregue;N;Senador Canedo;GZQ3A80;DIL8F42;2026-08-28;;0;18.6;24.0;S;1;1;{'placa': 'GZQ3080', 'tipo': 'carreta1'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000571;571;Entregue;N;Nerópolis;HMV3H14;QOY6F50;2026-08-29;;19.6;733.3;990.5;S;293;321;{'fallback_carreta_muda': True, 'placa': 'QOY6F50', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000573;573;Entregue;N;Uberlândia;MWP0H69;HBG6D56;2026-08-29;;0;540.9;601.0;S;0;0;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000582;582;Aberta;N;Amparo;HKE0E20;HJZ0B89;2026-08-29;;0;1257.9;1568.0;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ABERTA e sem nenhuma posicao (nao dispara alerta hoje)
C-2026-000586;586;Em rota;N;Jundiaí;HFB9H03;HOA0B56;2026-08-30;;700.0;733.4;827.8;S;197;197;{'placa': 'HFB9703', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000587;587;Em rota;N;Jundiaí;HFB9H03;HOA0B56;2026-08-30;;700.0;733.4;827.8;S;197;197;{'placa': 'HFB9703', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000593;593;Em rota;N;Suzano;QXA9H75;QUY5E03;2026-08-31;;806.7;792.5;925.3;S;198;198;{'placa': 'QXA9775', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000595;595;Em rota;N;Suzano;GZQ3A80;DIL8F42;2026-08-31;;637.1;792.5;925.3;S;417;417;{'placa': 'GZQ3080', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000597;597;Entregue;N;Extrema;MWP0H69;HBG6D56;2026-08-31;;0;487.8;605.6;S;0;0;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000602;602;Entregue;N;Uberlândia;HOA0E66;EWU0D62;2026-08-31;;715.8;694.0;993.4;S;251;251;{'placa': 'HOA0E66', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000603;603;Aberta;N;Ibiá;QXE8E60;DPF3C52;2026-08-31;;787.3;1139.7;1422.9;S;72;72;{'placa': 'QXE8460', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000607;607;Entregue;N;Uberlândia;CZB4J27;MSQ1J73;2026-09-01;;520.6;848.7;1075.0;S;1441;1441;{'placa': 'CZB4927', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000609;609;Entregue;N;Suzano;HMV3H14;NJZ9B97;2026-09-01;;628.4;792.5;925.3;S;236;236;{'placa': 'HMV3714', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000614;614;Entregue;N;São José dos Campos;TDJ3H18;QQA7E43;2026-09-01;;658.3;790.5;961.9;S;464;647;{'fallback_carreta_muda': True, 'placa': 'QQA7E43', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000615;615;Aberta;N;Uberlândia;MWP0H69;HLE0D74;2026-09-01;;0;346.5;422.8;S;6;6;{'placa': 'MWP0769', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000623;623;Em rota;N;Uberlândia;TZD5A42;AKD0C26;2026-09-02;;491.1;848.7;1075.0;S;155;155;{'placa': 'TZD5A42', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000628;628;Aberta;N;Seropédica;HOA0E66;EWU0D62;2026-09-02;;587.4;642.2;931.0;S;379;379;{'placa': 'HOA0E66', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000634;634;Em rota;N;Rubiataba;TCE7I47;TDW4E79;2026-09-02;;586.7;1053.1;1490.6;S;1199;1551;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000001;639;Entregue;S;Castanhal;GSV8C03;QPJ1I60;2026-08-28;;73.1;51.4;56.5;S;139;139;{'fallback_carreta_muda': True, 'placa': 'QPJ1I60', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000004;642;Entregue;S;Belo Horizonte;HFB9H06;TYX9F52;2026-08-21;;802.5;428.6;543.7;S;456;1078;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000005;643;Entregue;S;Ituiutaba;HIG4A80;QOD5F57;2026-08-07;;2040.2;967.7;1207.5;S;7296;8359;{'fallback_carreta_muda': True, 'placa': 'QOD5F57', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000012;650;Entregue;S;EXTREMA;HKE0D75;TDW4E79;2026-08-19;;174.7;123.7;173.3;S;534;608;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000014;652;Entregue;S;Osasco;HMV3H14;QOY6F50;2026-08-27;;36.6;832.2;949.2;S;454;468;{'fallback_carreta_muda': True, 'placa': 'QOY6F50', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000015;653;Entregue;S;Cajamar;HMV3D38;TDW4G23;2026-08-22;;225.7;113.9;132.5;S;2960;2962;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000019;657;Entregue;S;Teresina;HNL0A70;TYX9F59;2026-08-21;;533.7;1644.5;2114.6;S;620;620;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000020;658;Entregue;S;Teresina;HNL0A70;TYX9F59;2026-08-27;;1555.9;744.5;898.5;S;995;995;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000021;659;Entregue;S;Embu das Artes;HNL0A70;TYX9F59;2026-08-31;;14.2;550.7;605.0;S;71;71;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000022;660;Entregue;S;Guarulhos;MWP0H69;AVH6F10;2026-08-21;;0;70.2;94.0;S;2;2;{'placa': 'MWP0769', 'tipo': 'carreta1'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000025;663;Entregue;S;Extrema;QWZ9B18;FFA2I61;2026-08-22;;311.5;123.7;173.3;S;25;25;{'placa': 'QWZ9118', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000026;664;Entregue;S;Senador Canedo;QXA2997;ITD7F37;2026-08-05;;209.3;224.1;264.6;S;7;7;{'placa': 'QXA2997', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000028;666;Entregue;S;Pouso Alegre;QXA9H76;HDI9J06;2026-08-21;;129.5;126.8;164.8;S;119;119;{'placa': 'QXA9776', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000029;667;Entregue;S;Duque de Caxias;QXA9H76;HMV3A15;2026-08-27;;320.0;308.9;465.2;S;143;143;{'placa': 'QXA9776', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000033;671;Entregue;S;Guarulhos;QXG2G47;MSQ1J73;2026-08-31;;86.9;70.2;94.0;S;6;6;{'placa': 'QXG2647', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000034;672;Entregue;S;Cordeirópolis;QXH6946;TDW4G23;2026-08-05;;98.1;97.0;109.2;S;140;181;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000035;673;Entregue;S;Brasília;QXH6946;EGK6I72;2026-08-26;;2.3;346.5;422.0;S;10;10;{'placa': 'QXH6946', 'tipo': 'carreta1'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000036;674;Entregue;S;Cajamar;QXH6I52;QQB5D21;2026-08-21;;230.2;113.9;132.5;S;1150;1186;{'fallback_carreta_muda': True, 'placa': 'QQB5D21', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000037;675;Entregue;S;Rio de Janeiro;QXH6I52;QQB5D21;2026-08-26;;454.0;379.5;479.5;S;394;548;{'fallback_carreta_muda': True, 'placa': 'QQB5D21', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000039;677;Entregue;S;Brasília;TCE7I47;TYX9F55;2026-08-05;;719.8;436.2;660.9;S;4165;5123;{'fallback_carreta_muda': True, 'placa': 'TYX9F55', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000040;678;Entregue;S;Linhares;TCE7I47;TYX9F55;2026-08-27;;347.3;226.7;358.5;S;1065;1218;{'fallback_carreta_muda': True, 'placa': 'TYX9F55', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000045;683;Entregue;S;Uberaba;TCX3D25;HIF2E39;2026-08-22;;1429.5;798.7;1012.9;S;1208;1660;{'fallback_carreta_muda': True, 'placa': 'HIF2E39', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000049;687;Entregue;S;Cordeirópolis;TDJ3H18;QQA7E43;2026-08-11;;1805.7;1885.8;2170.0;S;1684;2488;{'fallback_carreta_muda': True, 'placa': 'QQA7E43', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000050;688;Entregue;S;Japeri;TYN8I98;EWJ6C10;2026-08-26;;474.2;319.3;447.4;S;643;803;{'fallback_carreta_muda': True, 'placa': 'EWJ6C10', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000051;689;Entregue;S;Brasília;TYO9J49;EWJ6C10;2026-08-05;;609.4;212.4;319.4;S;4297;8012;{'fallback_carreta_muda': True, 'placa': 'EWJ6C10', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000053;691;Entregue;S;Rio de Janeiro;TZB0J17;AZM6E29;2026-08-05;;0;129.1;182.2;S;1;7;{'fallback_carreta_muda': True, 'placa': 'AZM6E29', 'tipo': 'cavalo'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000056;694;Entregue;S;Feira de Santana;TZB1D11;HJZ0B89;2026-08-07;1154;2747.2;1269.8;1543.4;S;3152;3152;{'placa': 'TZB1D11', 'tipo': 'carreta1'};HAVERSINE inflado (jitter/saltos de posicao)
V-2026-000060;698;Entregue;S;Fortaleza;TZC0I44;TDW4E79;2026-08-26;;672.6;555.5;676.5;S;755;912;{'fallback_carreta_muda': True, 'placa': 'TDW4E79', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000061;699;Entregue;S;Arujá;TZC9G24;QPJ1I60;2026-08-19;;230.2;2116.5;2816.0;S;262;352;{'fallback_carreta_muda': True, 'placa': 'QPJ1I60', 'tipo': 'cavalo'};KM rastreador NULO (aparelho nao reporta odometro)
V-2026-000063;701;Entregue;S;Ribeirão Pires;TZD5A42;AKD0C26;2026-08-25;105;255.6;95.2;149.7;S;89;89;{'placa': 'TZD5A42', 'tipo': 'carreta1'};HAVERSINE inflado (jitter/saltos de posicao)
