numero;id;status;vazia;origem;carreta;cavalo;data;km_odometro;km_gps;km_reta;rota_km;tem_polyline;pontos_trajeto;pontos_todas_placas;rastreado_via;problemas
C-2026-000459;459;Entregue;N;Jundiaí;HNL0A70;TYX9F59;2026-08-20;235;231.5;2059.3;2643.6;S;577;577;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000461;461;Entregue;N;Montes Claros;QXF1I45;DPF3C52;2026-08-20;595;851.2;824.1;1150.6;S;300;300;{'placa': 'QXF1845', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000463;463;Entregue;N;Contagem;HFB9H06;TYX9F52;2026-08-20;;0;13.5;19.9;S;1;38;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000485;485;Entregue;N;Jundiaí;HKE0E20;QJP0A68;2026-08-22;;0;792.2;916.0;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000493;493;Entregue;N;Uberlândia;HOA0E67;HDI9E22;2026-08-24;;0;848.7;1075.0;S;0;0;{'placa': 'HOA0467', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000495;495;Entregue;N;Hidrolândia;TZC0I41;JXX4C04;2026-08-24;;0;805.4;917.4;S;0;0;{'placa': 'TZC0I41', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000497;497;Entregue;N;Amparo;QXF1I45;DPF3C52;2026-08-24;384;530.0;454.7;546.7;S;161;161;{'placa': 'QXF1845', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000505;505;Entregue;N;Uberlândia;HKE0E20;HJZ0B89;2026-08-24;;0;291.7;389.2;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000507;507;Entregue;N;Uberlândia;QXG2G51;HMV6I37;2026-08-25;433;454.5;571.8;629.2;S;664;664;{'placa': 'QXG2651', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000517;517;Entregue;N;Brasília;QWZ9B18;FFA2I61;2026-08-25;309;749.6;746.5;860.6;S;221;221;{'placa': 'QWZ9118', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000530;530;Entregue;N;Aparecida de Goiânia;HKE0E20;HJZ0B89;2026-08-26;;0;249.7;323.3;S;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000533;533;Entregue;N;Cordeirópolis;HMV3D59;GVK8I66;2026-08-26;287;426.6;410.1;457.5;S;366;366;{'placa': 'HMV3D59', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000548;548;Entregue;N;Amparo;TYO9J56;QOX7H94;2026-08-27;418;412.8;745.4;923.3;S;4765;16386;{'fallback_carreta_muda': True, 'placa': 'QOX7H94', 'tipo': 'cavalo'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000549;549;Entregue;N;Uberlândia;QXE0I32;BXI8A65;2026-08-27;;0;;0.0;S;1;1;{'placa': 'QXE0832', 'tipo': 'carreta1'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000552;552;Em rota;N;São Bernardo do Campo;QXG2G51;HMV6I37;2026-08-28;0;0.5;564.7;616.4;S;256;256;{'placa': 'QXG2651', 'tipo': 'carreta1'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000559;559;Entregue;N;Senador Canedo;GZQ3A80;DIL8F42;2026-08-28;;0;18.6;24.0;S;1;1;{'placa': 'GZQ3080', 'tipo': 'carreta1'};trajeto com menos de 5 pontos | KM rastreador NULO (aparelho nao reporta odometro)
C-2026-000571;571;Entregue;N;Nerópolis;HMV3H14;QOY6F50;2026-08-29;21;19.6;733.3;990.5;S;293;321;{'fallback_carreta_muda': True, 'placa': 'QOY6F50', 'tipo': 'cavalo'};ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000573;573;Entregue;N;Uberlândia;MWP0H69;HBG6D56;2026-08-29;;0;540.9;601.0;N;0;0;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000574;574;Entregue;N;Uberlândia;HOA0J28;HMV6I37;2026-08-29;662;663.0;571.8;629.2;N;259;259;{'placa': 'HOA0J28', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000575;575;Entregue;N;Uberlândia;QXG2G47;MSQ1J73;2026-08-29;572;545.2;540.9;601.0;N;25;25;{'placa': 'QXG2647', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000576;576;Entregue;N;Cordeirópolis;TDI2H14;ITD7F37;2026-08-29;545;506.9;438.8;561.8;N;353;353;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000577;577;Entregue;N;Jundiaí;HKE0E80;CYB3H13;2026-08-29;569;548.7;500.7;539.3;N;131;131;{'placa': 'HKE0480', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000578;578;Em rota;N;Cordeirópolis;QWZ9B18;FFA2I61;2026-08-29;700;891.4;746.5;869.9;N;570;570;{'placa': 'QWZ9118', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000579;579;Entregue;N;Uberlândia;TZC9F36;MHG5C28;2026-08-29;429;410.3;291.7;389.2;N;149;149;{'placa': 'TZC9F36', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000580;580;Entregue;N;Uberlândia;TZB1D11;CNI1I88;2026-08-29;981;957.8;694.0;993.4;N;936;936;{'placa': 'TZB1D11', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000581;581;Entregue;N;Uberlândia;HMV3G86;OBG9E84;2026-08-29;1030;1002.4;699.0;1011.2;N;469;469;{'placa': 'HMV3G86', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000582;582;Aberta;N;Amparo;HKE0E20;HJZ0B89;2026-08-29;;0;1257.9;1568.0;N;0;0;{'placa': 'HKE0420', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ABERTA e sem nenhuma posicao (nao dispara alerta hoje)
C-2026-000583;583;Entregue;N;Uberlândia;TDJ3G90;GWI8D87;2026-08-29;1013;967.8;694.0;993.4;N;311;311;{'placa': 'TDJ3G90', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000584;584;Entregue;N;Uberlândia;;OWH0F53;2026-08-29;1212;1215.7;346.5;422.8;N;2188;2188;{'placa': 'OWH0F53', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000585;585;Entregue;N;Jundiaí;QXA2J97;GYS5I67;2026-08-30;976;955.1;762.8;1097.2;N;306;306;{'placa': 'QXA2997', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000586;586;Em rota;N;Jundiaí;HFB9H03;HOA0B56;2026-08-30;556;700.0;733.4;;N;197;197;{'placa': 'HFB9703', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000587;587;Em rota;N;Jundiaí;HFB9H03;HOA0B56;2026-08-30;556;700.0;733.4;827.8;N;197;197;{'placa': 'HFB9703', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000588;588;Em rota;N;Franca;CYN6H25;TYX9F55;2026-08-30;1909;1865.3;216.1;254.8;N;3781;3781;{'placa': 'TYX9F55', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000589;589;Entregue;N;Uberlândia;TCE7I47;AZM6E29;2026-08-30;351;345.8;249.7;318.4;N;227;318;{'fallback_carreta_muda': True, 'placa': 'AZM6E29', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000590;590;Entregue;N;Fortaleza;HFB9H06;TYX9F52;2026-08-30;182;276.3;200.4;231.2;N;805;889;{'fallback_carreta_muda': True, 'placa': 'TYX9F52', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000591;591;Entregue;N;Uberlândia;QXC5I34;HDI9E22;2026-08-31;876;950.6;848.7;1075.0;N;417;417;{'placa': 'QXC5834', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000592;592;Entregue;N;Hidrolândia;HNH1D02;AZM6E29;2026-08-31;932;923.4;774.5;889.3;N;646;879;{'fallback_carreta_muda': True, 'placa': 'AZM6E29', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000593;593;Em rota;N;Suzano;QXA9H75;QUY5E03;2026-08-31;609;806.7;792.5;925.3;N;198;198;{'placa': 'QXA9775', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000594;594;Entregue;N;Serra;GZV1A50;MQK1G40;2026-08-31;1049;960.5;848.7;1075.4;N;313;313;{'placa': 'GZV1A50', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000595;595;Em rota;N;Suzano;GZQ3A80;DIL8F42;2026-08-31;630;637.1;792.5;925.3;N;417;417;{'placa': 'GZQ3080', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000596;596;Entregue;N;Hidrolândia;TZB1D35;AZK2I93;2026-08-31;1289;1257.4;895.7;1264.7;N;294;294;{'placa': 'TZB1D35', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000597;597;Entregue;N;Extrema;MWP0H69;HBG6D56;2026-08-31;;0;487.8;605.6;N;0;0;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | SEM trajeto em NENHUMA placa (linha do percurso nao aparece) | KM rastreador NULO (aparelho nao reporta odometro) | ENTREGUE sem trajeto nenhum
C-2026-000598;598;Entregue;N;Extrema;QXG2G47;MSQ1J73;2026-08-31;617;515.3;487.8;605.6;N;52;52;{'placa': 'QXG2647', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000599;599;Entregue;N;Seropédica;HIG4A80;JXX4C04;2026-08-31;1136;1073.9;642.2;931.0;N;540;540;{'placa': 'HIG4A80', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000600;600;Entregue;N;Serra;HOA0E09;QOD5F57;2026-08-31;953;944.3;769.2;916.5;N;1088;1317;{'fallback_carreta_muda': True, 'placa': 'QOD5F57', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000601;601;Em rota;N;Cordeirópolis;CYN6H25;TYX9F55;2026-08-31;1659;1619.6;113.9;131.5;N;3535;3535;{'placa': 'TYX9F55', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000602;602;Entregue;N;Uberlândia;HOA0E66;EWU0D62;2026-08-31;576;715.8;694.0;993.4;N;251;251;{'placa': 'HOA0E66', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000603;603;Aberta;N;Ibiá;QXE8E60;DPF3C52;2026-08-31;58;787.3;1139.7;1422.9;N;72;72;{'placa': 'QXE8460', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000604;604;Entregue;N;Manhuaçu;HKE0D21;HKE0G50;2026-08-31;762;1073.0;851.5;1135.7;N;338;338;{'placa': 'HKE0321', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000605;605;Entregue;N;Uberlândia;HNL0A70;TYX9F59;2026-08-31;610;608.8;550.7;604.9;N;1476;1476;{'fallback_carreta_muda': True, 'placa': 'TYX9F59', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000606;606;Entregue;N;Brasília;HMV3D38;TDW4G23;2026-08-31;806;813.6;746.5;860.6;N;998;1030;{'fallback_carreta_muda': True, 'placa': 'TDW4G23', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000607;607;Entregue;N;Uberlândia;CZB4J27;MSQ1J73;2026-09-01;541;520.6;848.7;1075.0;N;1441;1441;{'placa': 'CZB4927', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000608;608;Entregue;N;Suzano;HDI9F41;HIK5A05;2026-09-01;608;604.9;558.5;;N;227;227;{'placa': 'HDI9541', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece)
C-2026-000609;609;Entregue;N;Suzano;HMV3H14;NJZ9B97;2026-09-01;592;628.4;792.5;925.3;N;236;236;{'placa': 'HMV3714', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000610;610;No destino;N;Seropédica;HKE0D75;AVH6F10;2026-09-01;740;895.7;642.2;931.0;N;281;281;{'placa': 'HKE0375', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000611;611;No destino;N;Seropédica;HMV3G86;OBG9E84;2026-09-01;1220;1217.1;642.2;931.0;N;440;440;{'placa': 'HMV3G86', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000612;612;Entregue;N;Resende;TDI2H14;ITD7F37;2026-09-01;311;294.0;196.2;317.4;N;57;57;{'placa': 'TDI2H14', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000613;613;Entregue;N;Campos dos Goytacazes;QXH6J46;EGK6I72;2026-09-01;701;673.9;579.2;724.2;N;170;170;{'placa': 'QXH6946', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000614;614;Entregue;N;São José dos Campos;TDJ3H18;QQA7E43;2026-09-01;666;658.3;790.5;961.9;N;464;647;{'fallback_carreta_muda': True, 'placa': 'QQA7E43', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000615;615;Aberta;N;Uberlândia;MWP0H69;HLE0D74;2026-09-01;0;0;346.5;422.8;N;6;6;{'placa': 'MWP0769', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline | ODOMETRO ABAIXO DA RETA (aparelho nao contou a viagem)
C-2026-000616;616;Entregue;N;Extrema;TCX3D25;HIF2E39;2026-09-01;607;602.7;487.8;605.6;N;340;581;{'fallback_carreta_muda': True, 'placa': 'HIF2E39', 'tipo': 'cavalo'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000617;617;Entregue;N;Anápolis;HJW5I04;QJP0A68;2026-09-01;258;247.8;230.7;404.5;N;113;113;{'placa': 'HJW5804', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
C-2026-000618;618;Entregue;N;Uberlândia;QXG2G47;HIK5A05;2026-09-01;407;366.9;291.7;389.2;N;35;35;{'placa': 'QXG2647', 'tipo': 'carreta1'};SEM rota do ORS (linha tracejada nao aparece) | distancia_planejada_km preenchida SEM polyline
